"","beta","HR (95% CI for HR)","wald.test","p.value"
"G101928574","0.38","1.5 (0.12-18)","0.09","0.77"
"G100506033","-1.3","0.28 (0.032-2.4)","1.4","0.24"
"G100689074","0.067","1.1 (0.71-1.6)","0.1","0.75"
"G100289333","0.35","1.4 (0.58-3.5)","0.58","0.44"
"G101927769","1.9","6.7 (0.49-93)","2","0.15"
"G206412","2.2","8.9 (0.5-160)","2.2","0.14"
"G140880","-0.43","0.65 (0.061-6.9)","0.13","0.72"
"G440131","2.1","7.8 (1.3-48)","4.9","0.027"
"G140875","-0.047","0.95 (0.039-23)","0","0.98"
"G27146","0.37","1.4 (0.58-3.6)","0.61","0.43"
"G140711","-0.99","0.37 (0.076-1.8)","1.5","0.22"
"G90246","-0.43","0.65 (0.11-3.8)","0.22","0.64"
"G100291666","-5.9","0.0028 (1.3e-05-0.62)","4.5","0.033"
"G221527","0.12","1.1 (0.14-9.3)","0.01","0.91"
"G114800","-0.2","0.82 (0.25-2.7)","0.1","0.75"
"G57593","-0.027","0.97 (0.27-3.5)","0","0.97"
"G388325","-1.4","0.24 (0.022-2.6)","1.4","0.24"
"G100133790","0.17","1.2 (0.1-14)","0.02","0.89"
"G116444","-0.26","0.77 (0.13-4.5)","0.08","0.77"
"G140732","0.64","1.9 (0.091-40)","0.17","0.68"
"G140832","0.3","1.3 (0.19-9.5)","0.09","0.76"
"G57624","0.5","1.7 (0.55-5)","0.79","0.37"
"G149069","0.11","1.1 (0.054-23)","0.01","0.94"
"G101929335","2","7.2 (0.17-300)","1.1","0.3"
"G349160","0.99","2.7 (0.89-8.2)","3.1","0.08"
"G574443","0.99","2.7 (0.89-8.2)","3.1","0.08"
"G254439","-0.41","0.66 (0.13-3.4)","0.24","0.62"
"G145497","0.72","2.1 (0.13-32)","0.26","0.61"
"G613126","-1.1","0.35 (0.0049-25)","0.23","0.63"
"G255480","-0.064","0.94 (0.26-3.4)","0.01","0.92"
"G221442","-0.17","0.84 (0.14-4.9)","0.04","0.85"
"G140846","-0.74","0.48 (0.051-4.5)","0.42","0.52"
"G149830","0.78","2.2 (0.18-27)","0.37","0.54"
"G343641","-0.31","0.74 (0.14-3.8)","0.14","0.71"
"G83741","-0.24","0.79 (0.5-1.2)","1","0.31"
"G346007","0.12","1.1 (0.51-2.5)","0.09","0.76"
"G100287166","0.12","1.1 (0.18-6.9)","0.02","0.9"
"G101930064","0.12","1.1 (0.18-6.9)","0.02","0.9"
"G140701","-0.54","0.58 (0.049-7)","0.18","0.67"
"G245934","0.41","1.5 (0.07-33)","0.07","0.79"
"G90499","1.3","3.6 (1.2-11)","5.2","0.023"
"G91948","0.59","1.8 (0.56-5.8)","0.98","0.32"
"G140689","-0.47","0.62 (0.062-6.3)","0.16","0.69"
"G56120","1.1","2.9 (0.21-41)","0.62","0.43"
"G259289","1.2","3.2 (0.71-14)","2.3","0.13"
"G259291","1.9","6.5 (0.67-64)","2.6","0.11"
"G128408","0.097","1.1 (0.11-11)","0.01","0.93"
"G143188","1.5","4.6 (0.93-22)","3.5","0.061"
"G343450","0.34","1.4 (0.43-4.6)","0.33","0.57"
"G390874","-0.17","0.84 (0.13-5.5)","0.03","0.86"
"G219770","-0.22","0.8 (0.15-4.3)","0.07","0.8"
"G100129069","0.49","1.6 (0.41-6.6)","0.48","0.49"
"G286059","0.97","2.6 (0.12-58)","0.38","0.54"
"G101927675","-3.7","0.026 (0.00088-0.74)","4.6","0.033"
"G135152","2.4","11 (0.86-130)","3.4","0.066"
"G101927565","0.16","1.2 (0.16-8.5)","0.03","0.87"
"G101927950","-0.63","0.53 (0.076-3.7)","0.41","0.52"
"G400512","-1.6","0.19 (0.0055-6.8)","0.82","0.36"
"G101928820","-0.89","0.41 (0.1-1.7)","1.6","0.21"
"G94233","-0.38","0.68 (0.021-22)","0.05","0.83"
"G197350","1.7","5.5 (0.64-48)","2.4","0.12"
"G101929705","0.42","1.5 (0.47-4.9)","0.49","0.49"
"G643246","-0.69","0.5 (0.077-3.3)","0.52","0.47"
"G100506405","0.22","1.2 (0.65-2.4)","0.44","0.51"
"G92736","-1.2","0.31 (0.018-5.4)","0.65","0.42"
"G100653005","-2.1","0.12 (0.007-2.1)","2.1","0.15"
"G388121","1.6","4.9 (0.44-55)","1.7","0.19"
"G284729","0.79","2.2 (0.62-7.8)","1.5","0.23"
"G94235","-0.15","0.86 (0.23-3.2)","0.05","0.82"
"G101929628","-2.3","0.1 (0.0017-6)","1.2","0.27"
"G728609","0.0013","1 (0.64-1.6)","0","1"
"G56169","-0.69","0.5 (0.11-2.3)","0.8","0.37"
"G55902","0.51","1.7 (0.63-4.4)","1.1","0.3"
"G340533","-0.14","0.87 (0.4-1.9)","0.12","0.73"
"G91548","-0.91","0.4 (0.053-3)","0.78","0.38"
"G100288675","-0.74","0.48 (0.17-1.3)","2","0.15"
"G101929683","-2.6","0.074 (0.0025-2.2)","2.3","0.13"
"G23145","0.35","1.4 (0.21-9.4)","0.13","0.72"
"G84699","-1.4","0.25 (0.042-1.5)","2.3","0.13"
"G135946","-0.9","0.41 (0.045-3.7)","0.63","0.43"
"G26683","0.55","1.7 (0.32-9.5)","0.4","0.53"
"G81399","0.55","1.7 (0.32-9.5)","0.4","0.53"
"G441308","0.55","1.7 (0.32-9.5)","0.4","0.53"
"G729759","0.55","1.7 (0.32-9.5)","0.4","0.53"
"G340547","-0.0027","1 (0.79-1.3)","0","0.98"
"G126370","1.5","4.6 (0.43-49)","1.6","0.21"
"G112744","-0.065","0.94 (0.19-4.5)","0.01","0.94"
"G200959","-0.62","0.54 (0.033-8.7)","0.19","0.66"
"G54754","-0.8","0.45 (0.057-3.6)","0.57","0.45"
"G441457","-0.8","0.45 (0.057-3.6)","0.57","0.45"
"G100288139","1.4","3.9 (0.00064-24000)","0.09","0.76"
"G100996255","-2.1","0.13 (0.027-0.61)","6.6","0.01"
"G101927808","-0.68","0.51 (0.028-9.2)","0.21","0.65"
"G128674","-0.1","0.9 (0.061-13)","0.01","0.94"
"G362495","-0.79","0.45 (0.081-2.5)","0.82","0.36"
"G200312","1","2.7 (0.48-15)","1.3","0.26"
"G146956","-0.34","0.71 (0.23-2.2)","0.34","0.56"
"G79339","-0.035","0.97 (0.1-9.1)","0","0.98"
"G114805","0.55","1.7 (0.72-4.2)","1.5","0.22"
"G101928697","0.7","2 (1.2-3.4)","6.7","0.0097"
"G54660","1.4","4 (0.7-23)","2.4","0.12"
"G57796","3","21 (2.4-180)","7.7","0.0055"
"G79345","-0.83","0.44 (0.026-7.4)","0.33","0.57"
"G64396","0.06","1.1 (0.49-2.3)","0.02","0.88"
"G116437","-2.2","0.11 (0.0033-4)","1.4","0.23"
"G101929974","-2.2","0.11 (0.0033-4)","1.4","0.23"
"G101929180","-1.3","0.27 (0.019-3.9)","0.91","0.34"
"G140731","-1.7","0.18 (0.019-1.7)","2.2","0.14"
"G83401","0.62","1.9 (0.88-4)","2.6","0.11"
"G6725","0.55","1.7 (0.26-11)","0.32","0.57"
"G64002","-0.94","0.39 (0.0082-19)","0.23","0.63"
"G135935","0.14","1.2 (0.15-8.8)","0.02","0.89"
"G390064","2.1","8.2 (0.4-170)","1.8","0.17"
"G390058","0.25","1.3 (0.079-21)","0.03","0.86"
"G140687","0.54","1.7 (0.18-16)","0.22","0.64"
"G442191","1.5","4.6 (0.25-83)","1","0.31"
"G83795","0.73","2.1 (0.22-19)","0.41","0.52"
"G101929718","-1.8","0.17 (0.016-1.7)","2.3","0.13"
"G100506513","0.82","2.3 (0.1-50)","0.27","0.6"
"G100287902","-1.7","0.18 (0.032-1.1)","3.6","0.057"
"G390066","0.48","1.6 (0.17-15)","0.18","0.67"
"G390063","-0.8","0.45 (0.032-6.3)","0.36","0.55"
"G728224","-0.033","0.97 (0.13-7)","0","0.97"
"G653240","0.2","1.2 (0.088-17)","0.02","0.88"
"G85285","-0.081","0.92 (0.63-1.4)","0.17","0.68"
"G85289","0.45","1.6 (0.27-8.9)","0.25","0.61"
"G55998","3.5","35 (2-610)","5.9","0.015"
"G388572","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G731275","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G101060494","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G101926894","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G101930127","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G101930567","0.99","2.7 (0.91-7.9)","3.2","0.072"
"G85291","-1.1","0.32 (0.016-6.5)","0.54","0.46"
"G85290","-0.22","0.8 (0.034-19)","0.02","0.89"
"G83900","-0.23","0.79 (0.011-56)","0.01","0.91"
"G83902","-0.9","0.41 (0.048-3.5)","0.67","0.41"
"G81871","-0.12","0.89 (0.065-12)","0.01","0.93"
"G101930568","-0.12","0.89 (0.065-12)","0.01","0.93"
"G84616","-0.34","0.71 (0.024-21)","0.04","0.84"
"G100132386","2.9","18 (0.83-410)","3.4","0.065"
"G442213","-1.9","0.16 (0.014-1.7)","2.3","0.13"
"G81872","2.6","14 (0.16-1200)","1.3","0.25"
"G729262","-1.8","0.17 (0.0091-3.3)","1.4","0.24"
"G84559","0.59","1.8 (0.18-18)","0.26","0.61"
"G401634","0.59","1.8 (0.18-18)","0.26","0.61"
"G10509","-0.36","0.7 (0.36-1.4)","1.1","0.29"
"G100129884","-0.14","0.87 (0.12-6.5)","0.02","0.89"
"G100287497","0.38","1.5 (0.89-2.4)","2.2","0.14"
"G283160","2.5","12 (0.46-320)","2.2","0.13"
"G84237","-0.22","0.8 (0.027-24)","0.02","0.9"
"G728279","0.51","1.7 (0.14-19)","0.17","0.68"
"G101928288","-1.1","0.35 (0.056-2.1)","1.3","0.25"
"G140902","0.27","1.3 (0.15-12)","0.06","0.81"
"G127343","-0.49","0.61 (0.11-3.3)","0.32","0.57"
"G390059","-0.19","0.83 (0.099-6.9)","0.03","0.86"
"G401265","-0.33","0.72 (0.083-6.3)","0.09","0.77"
"G440432","-0.45","0.64 (0.072-5.7)","0.16","0.69"
"G164633","0.21","1.2 (0.23-6.7)","0.06","0.8"
"G128817","-0.76","0.47 (0.089-2.5)","0.8","0.37"
"G283571","-0.4","0.67 (0.052-8.7)","0.09","0.76"
"G55354","0.78","2.2 (0.44-11)","0.92","0.34"
"G116511","0.52","1.7 (0.13-23)","0.15","0.69"
"G101929645","-1.6","0.19 (0.0098-3.8)","1.2","0.28"
"G101929963","2.2","9 (0.59-140)","2.5","0.11"
"G101930299","2.2","9 (0.59-140)","2.5","0.11"
"G83747","1.6","4.7 (0.74-30)","2.7","0.1"
"G647476","0.082","1.1 (0.8-1.5)","0.27","0.6"
"G101929164","0.65","1.9 (0.19-19)","0.31","0.58"
"G101927709","3.2","24 (0.11-4900)","1.3","0.25"
"G100506667","0.77","2.2 (0.11-44)","0.25","0.62"
"G100130370","0.53","1.7 (0.11-25)","0.15","0.7"
"G150992","0.24","1.3 (0.036-45)","0.02","0.89"
"G346606","0.11","1.1 (0.058-21)","0.01","0.94"
"G93463","-1.6","0.2 (0.012-3.5)","1.2","0.27"
"G100288175","-1.7","0.19 (0.0099-3.7)","1.2","0.27"
"G347365","-3.2","0.04 (0.0011-1.4)","3.1","0.079"
"G286436","-2","0.14 (0.012-1.5)","2.6","0.11"
"G442184","-0.15","0.86 (0.039-19)","0.01","0.93"
"G26077","0.04","1 (0.16-7)","0","0.97"
"G114761","-1.2","0.3 (0.019-4.6)","0.75","0.39"
"G474149","-1.2","0.3 (0.019-4.6)","0.75","0.39"
"G474150","-1.2","0.3 (0.019-4.6)","0.75","0.39"
"G388566","0.22","1.2 (0.45-3.4)","0.18","0.67"
"G57592","0.37","1.5 (0.4-5.3)","0.32","0.57"
"G732275","-0.039","0.96 (0.2-4.5)","0","0.96"
"G400927","-2.1","0.12 (0.016-0.92)","4.2","0.041"
"G284802","-0.38","0.68 (0.23-2)","0.47","0.49"
"G57661","1.4","4 (0.11-150)","0.57","0.45"
"G339231","-0.46","0.63 (0.22-1.8)","0.71","0.4"
"G92745","0.35","1.4 (0.68-3)","0.89","0.35"
"G130589","0.016","1 (0.42-2.5)","0","0.97"
"G144233","0.17","1.2 (0.41-3.4)","0.1","0.75"
"G148534","-0.19","0.83 (0.39-1.8)","0.25","0.62"
"G143458","0.089","1.1 (0.55-2.2)","0.06","0.8"
"G84945","-0.16","0.85 (0.29-2.5)","0.08","0.78"
"G114801","-0.1","0.9 (0.42-1.9)","0.07","0.8"
"G221662","0.14","1.2 (0.36-3.7)","0.06","0.81"
"G115752","-0.7","0.5 (0.19-1.3)","2","0.16"
"G729013","-0.37","0.69 (0.33-1.5)","0.94","0.33"
"G147727","-0.32","0.73 (0.29-1.8)","0.47","0.49"
"G112840","0.54","1.7 (0.48-6.2)","0.69","0.41"
"G165904","-0.14","0.87 (0.21-3.7)","0.04","0.85"
"G154091","0.26","1.3 (0.71-2.4)","0.71","0.4"
"G126375","-1.7","0.19 (0.024-1.5)","2.5","0.11"
"G201475","-0.86","0.42 (0.18-1)","3.7","0.055"
"G100190986","0.093","1.1 (0.52-2.3)","0.06","0.81"
"G120379","0.57","1.8 (0.78-4)","1.9","0.17"
"G149840","-1.3","0.26 (0.076-0.92)","4.4","0.037"
"G116143","-0.4","0.67 (0.13-3.6)","0.22","0.64"
"G201292","1.1","3 (0.19-47)","0.62","0.43"
"G151009","-1.4","0.25 (0.065-0.95)","4.2","0.042"
"G440894","-1.4","0.25 (0.065-0.95)","4.2","0.042"
"G157285","-0.68","0.51 (0.23-1.1)","2.8","0.094"
"G146439","-0.056","0.95 (0.37-2.4)","0.01","0.91"
"G123169","0.11","1.1 (0.41-3)","0.05","0.83"
"G152189","-0.054","0.95 (0.51-1.8)","0.03","0.86"
"G26851","-0.19","0.83 (0.31-2.3)","0.13","0.71"
"G780851","-0.19","0.83 (0.31-2.3)","0.13","0.71"
"G780852","-0.19","0.83 (0.31-2.3)","0.13","0.71"
"G780853","-0.19","0.83 (0.31-2.3)","0.13","0.71"
"G780854","-0.19","0.83 (0.31-2.3)","0.13","0.71"
"G84441","0.12","1.1 (0.6-2.1)","0.15","0.7"
"G122769","-0.25","0.77 (0.23-2.6)","0.17","0.68"
"G494143","-0.15","0.86 (0.46-1.6)","0.24","0.63"
"G83860","-0.35","0.71 (0.25-2)","0.42","0.52"
"G147947","0.2","1.2 (0.56-2.6)","0.26","0.61"
"G645212","-0.23","0.8 (0.26-2.5)","0.15","0.7"
"G374986","-0.72","0.49 (0.18-1.3)","2","0.16"
"G642946","0.13","1.1 (0.62-2.1)","0.17","0.68"
"G2793","-0.68","0.51 (0.063-4.1)","0.41","0.52"
"G134549","-0.7","0.5 (0.13-2)","0.99","0.32"
"G153562","0.53","1.7 (0.82-3.5)","2","0.15"
"G653121","0.93","2.5 (0.9-7.1)","3.1","0.078"
"G200634","-0.3","0.74 (0.36-1.5)","0.68","0.41"
"G283357","-0.27","0.76 (0.39-1.5)","0.61","0.44"
"G101927204","-0.14","0.87 (0.29-2.6)","0.06","0.81"
"G138065","-0.063","0.94 (0.67-1.3)","0.13","0.72"
"G100506451","-0.64","0.53 (0.21-1.3)","1.8","0.18"
"G126433","-0.86","0.42 (0.046-3.9)","0.57","0.45"
"G100505501","-0.12","0.89 (0.54-1.5)","0.22","0.64"
"G100128822","-0.2","0.82 (0.43-1.6)","0.35","0.55"
"G115361","0.14","1.1 (0.47-2.8)","0.09","0.76"
"G129450","0.33","1.4 (0.21-9.3)","0.11","0.73"
"G644634","1.3","3.7 (0.11-120)","0.54","0.46"
"G153733","0.15","1.2 (0.32-4.3)","0.05","0.82"
"G541468","-0.74","0.48 (0.055-4.1)","0.45","0.5"
"G100216546","0.11","1.1 (0.13-9.3)","0.01","0.92"
"G116349","-0.2","0.82 (0.31-2.2)","0.16","0.69"
"G643866","-0.66","0.52 (0.15-1.8)","1.1","0.29"
"G153129","0.71","2 (0.92-4.5)","3","0.081"
"G131076","-0.16","0.86 (0.51-1.4)","0.35","0.55"
"G349136","-1.4","0.25 (0.05-1.2)","2.9","0.09"
"G440836","-2.6","0.072 (0.0038-1.4)","3.1","0.08"
"G133015","0.68","2 (0.39-9.9)","0.68","0.41"
"G146862","1.7","5.7 (0.7-46)","2.6","0.1"
"G113828","-0.051","0.95 (0.51-1.8)","0.02","0.87"
"G374897","-1.5","0.23 (0.049-1.1)","3.4","0.064"
"G161582","-0.23","0.79 (0.34-1.8)","0.29","0.59"
"G100506325","-0.37","0.69 (0.25-1.9)","0.49","0.49"
"G102724532","-0.35","0.71 (0.27-1.8)","0.52","0.47"
"G158431","-0.81","0.45 (0.1-1.9)","1.2","0.28"
"G643977","-0.62","0.54 (0.31-0.94)","4.7","0.031"
"G222223","0.022","1 (0.5-2.1)","0","0.95"
"G158234","-0.79","0.45 (0.11-1.8)","1.2","0.27"
"G155038","0.48","1.6 (0.43-6.1)","0.49","0.48"
"G257144","-3.9","0.021 (0.0016-0.27)","8.8","0.0031"
"G124056","0.14","1.2 (0.23-5.7)","0.03","0.86"
"G728118","-2.4","0.088 (0.0027-2.9)","1.9","0.17"
"G256435","0.11","1.1 (0.68-1.8)","0.17","0.68"
"G10350","-0.64","0.53 (0.039-7.1)","0.23","0.63"
"G2595","0.18","1.2 (0.27-5.3)","0.06","0.81"
"G139341","-0.25","0.77 (0.27-2.2)","0.23","0.63"
"G728485","0.00055","1 (0.42-2.4)","0","1"
"G375387","-0.18","0.84 (0.32-2.2)","0.14","0.71"
"G494513","-1.6","0.21 (0.065-0.7)","6.5","0.011"
"G84665","-3","0.051 (0.0027-0.98)","3.9","0.049"
"G122525","-0.41","0.66 (0.17-2.6)","0.36","0.55"
"G727936","0.46","1.6 (0.88-2.8)","2.4","0.12"
"G84824","-1.9","0.15 (0.042-0.52)","8.9","0.0028"
"G148014","0.65","1.9 (0.23-16)","0.36","0.55"
"G90523","-0.098","0.91 (0.1-8)","0.01","0.93"
"G145483","0.69","2 (0.49-8.2)","0.93","0.34"
"G100506114","0.2","1.2 (0.15-10)","0.04","0.85"
"G206338","0.76","2.1 (0.38-12)","0.75","0.39"
"G390916","-0.37","0.69 (0.29-1.7)","0.69","0.41"
"G128989","-0.5","0.61 (0.13-2.8)","0.4","0.53"
"G285908","0.87","2.4 (0.63-9)","1.6","0.2"
"G390980","-0.38","0.68 (0.22-2.1)","0.44","0.51"
"G220004","-0.82","0.44 (0.058-3.4)","0.62","0.43"
"G84547","0.23","1.3 (0.55-2.9)","0.3","0.58"
"G163087","-0.27","0.77 (0.3-1.9)","0.32","0.57"
"G404037","0.028","1 (0.14-7.3)","0","0.98"
"G100507316","-0.83","0.44 (0.11-1.8)","1.4","0.24"
"G246330","-1.3","0.27 (0.042-1.8)","1.9","0.17"
"G100131067","-0.16","0.85 (0.36-2.1)","0.12","0.73"
"G100508046","-0.14","0.87 (0.025-31)","0.01","0.94"
"G100852406","-0.14","0.87 (0.025-31)","0.01","0.94"
"G101929572","-0.14","0.87 (0.025-31)","0.01","0.94"
"G348487","-1.5","0.21 (0.011-4.2)","1","0.31"
"G102724017","0.085","1.1 (0.47-2.5)","0.04","0.84"
"G91608","1.7","5.3 (0.65-43)","2.4","0.12"
"G646962","-0.26","0.77 (0.26-2.2)","0.23","0.63"
"G140458","-1","0.37 (0.0062-22)","0.23","0.63"
"G83878","0.26","1.3 (0.16-10)","0.06","0.81"
"G151516","-1.3","0.27 (0.029-2.5)","1.4","0.24"
"G163183","-0.084","0.92 (0.47-1.8)","0.06","0.81"
"G55609","-0.037","0.96 (0.43-2.1)","0.01","0.93"
"G100134091","-0.49","0.61 (0.37-1)","3.5","0.06"
"G102724923","-0.49","0.61 (0.37-1)","3.5","0.06"
"G692205","-0.47","0.62 (0.26-1.5)","1.1","0.29"
"G102723779","-0.7","0.49 (0.17-1.4)","1.6","0.2"
"G284069","0.66","1.9 (0.49-7.7)","0.88","0.35"
"G164284","-0.58","0.56 (0.18-1.8)","0.94","0.33"
"G150763","0.071","1.1 (0.73-1.6)","0.13","0.72"
"G285382","-1.1","0.33 (0.12-0.92)","4.5","0.034"
"G155054","0.85","2.3 (0.64-8.6)","1.6","0.2"
"G199675","-0.12","0.89 (0.56-1.4)","0.24","0.63"
"G155382","-0.22","0.8 (0.11-6)","0.05","0.83"
"G407040","-0.52","0.59 (0.26-1.3)","1.6","0.2"
"G285033","-1.2","0.31 (0.074-1.3)","2.6","0.11"
"G202781","-0.45","0.64 (0.32-1.3)","1.6","0.2"
"G400966","-1.1","0.33 (0.11-1)","3.7","0.056"
"G729857","-1.1","0.33 (0.11-1)","3.7","0.056"
"G339535","0.22","1.2 (0.58-2.7)","0.33","0.57"
"G344595","0.29","1.3 (0.48-3.7)","0.31","0.58"
"G101928963","-0.86","0.42 (0.15-1.2)","2.6","0.11"
"G91801","1.1","3.1 (1.1-8.3)","4.8","0.028"
"G256472","1.5","4.6 (0.37-59)","1.4","0.24"
"G100507537","1.4","3.9 (0.14-110)","0.64","0.42"
"G163081","-0.28","0.76 (0.28-2.1)","0.29","0.59"
"G643783","-1.2","0.32 (0.086-1.2)","3","0.083"
"G200895","-0.46","0.63 (0.18-2.3)","0.49","0.48"
"G123263","-0.64","0.53 (0.21-1.3)","1.9","0.17"
"G84622","-1.4","0.24 (0.0092-6.3)","0.73","0.39"
"G161253","0.65","1.9 (0.45-8.2)","0.76","0.38"
"G102723983","-0.81","0.44 (0.16-1.2)","2.6","0.11"
"G152831","0.59","1.8 (0.66-5)","1.3","0.25"
"G283431","0.99","2.7 (1.2-6)","6","0.014"
"G100506046","0.023","1 (0.15-6.8)","0","0.98"
"G399833","3.2","25 (1.2-530)","4.3","0.038"
"G6345","0.41","1.5 (0.16-15)","0.13","0.72"
"G401262","1.1","3.1 (0.31-31)","0.94","0.33"
"G124961","0.18","1.2 (0.67-2.1)","0.36","0.55"
"G84874","-0.1","0.9 (0.41-2)","0.06","0.8"
"G100287482","-0.22","0.8 (0.55-1.2)","1.4","0.24"
"G85480","0.56","1.7 (0.98-3.1)","3.6","0.059"
"G100996629","0.21","1.2 (0.6-2.5)","0.31","0.58"
"G284013","-0.3","0.74 (0.33-1.6)","0.55","0.46"
"G84968","-0.061","0.94 (0.55-1.6)","0.05","0.82"
"G101929145","-0.66","0.52 (0.078-3.4)","0.46","0.5"
"G100507022","0.59","1.8 (0.45-7.3)","0.71","0.4"
"G100113407","-0.042","0.96 (0.52-1.8)","0.02","0.89"
"G132660","3","20 (2.7-140)","8.7","0.0033"
"G7569","-0.2","0.82 (0.27-2.5)","0.12","0.73"
"G255919","-0.58","0.56 (0.13-2.4)","0.62","0.43"
"G266747","-0.61","0.54 (0.1-2.8)","0.52","0.47"
"G284415","1","2.8 (0.37-22)","1","0.32"
"G101927330","0.9","2.5 (0.62-9.7)","1.6","0.2"
"G101928954","-2.5","0.079 (0.01-0.6)","6","0.015"
"G153768","0.97","2.6 (1.2-5.8)","5.9","0.015"
"G100526820","0.14","1.2 (0.19-7)","0.02","0.88"
"G84504","-1.5","0.21 (0.023-2)","1.8","0.18"
"G389058","-0.35","0.71 (0.34-1.5)","0.87","0.35"
"G147040","-1","0.35 (0.093-1.3)","2.4","0.12"
"G126306","-0.66","0.52 (0.16-1.7)","1.2","0.27"
"G138241","-0.6","0.55 (0.04-7.5)","0.2","0.65"
"G200879","-0.049","0.95 (0.55-1.6)","0.03","0.86"
"G167681","-0.33","0.72 (0.14-3.6)","0.16","0.69"
"G644794","-0.038","0.96 (0.2-4.7)","0","0.96"
"G100505666","-1.7","0.19 (0.022-1.6)","2.4","0.12"
"G125170","-0.32","0.72 (0.18-3)","0.2","0.66"
"G102723845","-1.5","0.22 (0.063-0.79)","5.4","0.02"
"G201305","-0.25","0.78 (0.18-3.3)","0.11","0.74"
"G133688","-0.79","0.45 (0.14-1.5)","1.8","0.18"
"G219539","-0.71","0.49 (0.072-3.4)","0.52","0.47"
"G124411","-0.15","0.86 (0.17-4.4)","0.03","0.86"
"G102723721","-0.56","0.57 (0.15-2.1)","0.69","0.41"
"G149650","-0.75","0.47 (0.071-3.1)","0.61","0.43"
"G100505681","-1.9","0.15 (0.0037-6)","1","0.31"
"G221424","1.1","3.1 (0.77-12)","2.5","0.11"
"G254559","0.2","1.2 (0.31-4.9)","0.08","0.77"
"G401629","0.18","1.2 (0.54-2.7)","0.19","0.66"
"G83872","-0.058","0.94 (0.6-1.5)","0.06","0.81"
"G101930067","0.14","1.2 (0.78-1.7)","0.5","0.48"
"G284716","-0.82","0.44 (0.07-2.8)","0.75","0.38"
"G162963","0.13","1.1 (0.62-2.1)","0.17","0.68"
"G255189","0.19","1.2 (0.24-6)","0.05","0.82"
"G492307","-0.73","0.48 (0.059-3.9)","0.47","0.49"
"G115350","-1.9","0.15 (0.0093-2.3)","1.9","0.17"
"G283078","-0.82","0.44 (0.06-3.3)","0.64","0.42"
"G161823","-1.1","0.32 (0.057-1.8)","1.7","0.19"
"G119392","0.037","1 (0.41-2.6)","0.01","0.94"
"G283248","1.4","4.1 (0.91-19)","3.4","0.065"
"G100506343","0.73","2.1 (0.13-32)","0.27","0.6"
"G284348","0.82","2.3 (0.5-10)","1.1","0.29"
"G170626","0.51","1.7 (0.31-9)","0.35","0.55"
"G100130219","-1.3","0.26 (0.087-0.81)","5.5","0.019"
"G100130175","0.76","2.1 (0.14-32)","0.3","0.58"
"G196051","-0.07","0.93 (0.57-1.5)","0.08","0.78"
"G340596","0.25","1.3 (0.21-8)","0.07","0.79"
"G256329","-0.092","0.91 (0.19-4.3)","0.01","0.91"
"G100128653","1.4","4 (0.64-25)","2.2","0.14"
"G165545","-0.51","0.6 (0.18-2)","0.67","0.41"
"G126695","1.3","3.7 (0.88-15)","3.2","0.074"
"G100130428","-0.25","0.78 (0.13-4.8)","0.07","0.79"
"G388963","0.06","1.1 (0.21-5.4)","0.01","0.94"
"G494558","-1.6","0.21 (0.013-3.3)","1.2","0.27"
"G101928000","-0.57","0.56 (0.24-1.3)","1.8","0.19"
"G257396","-0.29","0.75 (0.28-2)","0.33","0.57"
"G202025","-0.23","0.8 (0.35-1.8)","0.28","0.59"
"G100507670","-0.99","0.37 (0.089-1.5)","1.9","0.17"
"G440603","0.099","1.1 (0.7-1.7)","0.18","0.67"
"G133690","0.29","1.3 (0.91-2)","2.2","0.14"
"G100130933","-0.8","0.45 (0.17-1.2)","2.8","0.096"
"G100126784","-2.9","0.057 (0.0043-0.75)","4.8","0.029"
"G285548","-1.1","0.32 (0.046-2.3)","1.3","0.25"
"G100128893","-0.11","0.9 (0.36-2.2)","0.05","0.82"
"G6706","0.56","1.8 (0.15-21)","0.19","0.66"
"G153546","-0.85","0.43 (0.13-1.4)","2","0.16"
"G677819","0.98","2.7 (0.16-43)","0.48","0.49"
"G123688","-0.35","0.71 (0.27-1.8)","0.51","0.47"
"G90737","1.1","2.9 (0.67-12)","2","0.16"
"G101926887","0.34","1.4 (0.21-9.6)","0.12","0.73"
"G102659288","0.12","1.1 (0.85-1.5)","0.67","0.41"
"G285147","-0.3","0.74 (0.27-2)","0.33","0.56"
"G102723692","-0.59","0.56 (0.19-1.6)","1.2","0.27"
"G101929623","-0.58","0.56 (0.24-1.3)","1.8","0.18"
"G162466","0.35","1.4 (0.34-5.8)","0.23","0.63"
"G124975","0.23","1.3 (0.74-2.1)","0.7","0.4"
"G151888","-1.1","0.34 (0.098-1.2)","2.8","0.094"
"G100130744","-0.79","0.45 (0.082-2.5)","0.82","0.37"
"G101928762","0.67","2 (0.33-12)","0.56","0.46"
"G161753","-0.1","0.9 (0.22-3.7)","0.02","0.89"
"G653160","0.91","2.5 (0.24-25)","0.59","0.44"
"G140893","-0.67","0.51 (0.092-2.8)","0.59","0.44"
"G89887","0.46","1.6 (0.51-5)","0.63","0.43"
